10.000000	0.500000
20.000000	0.500000
30.000000	0.500000
40.000000	0.500000
50.000000	0.500000
60.000000	0.500000
70.000000	0.500000
80.000000	0.500000
90.000000	0.500000
100.000000	0.500000
110.000000	0.500000
120.000000	0.500000
130.000000	0.500000
140.000000	0.500000
150.000000	0.500000
160.000000	0.500000
170.000000	0.500000
180.000000	0.500000
190.000000	0.500000
200.000000	0.500000
210.000000	0.500000
220.000000	0.500000
230.000000	0.500000
240.000000	0.500000
250.000000	0.500000
260.000000	0.500000
270.000000	0.500000
280.000000	0.500000
290.000000	0.500000
300.000000	0.500000
310.000000	0.500000
320.000000	0.500000
330.000000	0.500000
340.000000	0.500000
350.000000	0.500000
360.000000	0.500000
370.000000	0.500000
380.000000	0.500000
390.000000	0.500000
